title,similarity_mean,similarity_std
kNKFOXleuC,tensor(9.9335),tensor(1.9309)
KntaNRo6R48,tensor(10.1282),tensor(1.5823)
kOu3-S3wJ7,tensor(10.4601),tensor(1.9061)
KPEFXR1HdIo,tensor(10.6033),tensor(1.6404)
kQ2SOflIOVC,tensor(9.7780),tensor(1.7695)
kR1hC6j48Tp,tensor(11.0335),tensor(1.5566)
KSSfF5lMIAg,tensor(10.3034),tensor(1.3725)
KSugKcbNf9,tensor(10.6262),tensor(2.6495)
kSwqMH0zn1F,tensor(8.8749),tensor(1.6266)
KTPuIsx4pmo,tensor(9.6297),tensor(1.5450)
Kwm8I7dU-l5,tensor(10.3607),tensor(1.6454)
L01Nn_VJ9i,tensor(11.2549),tensor(2.0848)
l5aSHXi8jG5,tensor(9.9636),tensor(1.8054)
L7wzpQttNO,tensor(10.6694),tensor(1.8242)
l8It-0lE5e7,tensor(10.4972),tensor(2.3504)
lbauk6wK2-y,tensor(10.2511),tensor(1.8617)
LcF-EEt8cCC,tensor(10.5403),tensor(2.0396)
LDAwu17QaJz,tensor(9.5006),tensor(1.6875)
LdEhiMG9WLO,tensor(9.9966),tensor(1.7563)
LedObtLmCjS,tensor(10.7821),tensor(1.7060)
ljxWpdBl4V,tensor(10.3864),tensor(1.9095)
lL3lnMbR4WU,tensor(10.0363),tensor(1.7631)
Lm8T39vLDTE,tensor(10.4556),tensor(1.5522)
lQI_mZjvBxj,tensor(9.4069),tensor(1.5526)
lrocYB-0ST2,tensor(10.5669),tensor(2.1040)
lTqGXfn9Tv,tensor(10.2510),tensor(1.7104)
Lwr8We4MIxn,tensor(10.8621),tensor(1.5161)
lY0-7bj0Vfz,tensor(10.4971),tensor(1.5450)
lyLVzukXi08,tensor(10.0098),tensor(1.4402)
lzupY5zjaU9,tensor(nan),tensor(nan)
l_amHf1oaK,tensor(10.2000),tensor(2.0427)
M6M8BEmd6dq,tensor(10.0345),tensor(1.6932)
m8bypnj7Yl5,tensor(10.4918),tensor(2.0050)
m8uJvVgwRci,tensor(9.8169),tensor(1.4591)
mdUYT5QV0O,tensor(10.0951),tensor(1.7012)
MeeQkFYVbzW,tensor(10.3886),tensor(1.9172)
mfwdY3U_9ea,tensor(9.9396),tensor(1.4009)
mhYUBYNoGz,tensor(10.5762),tensor(2.0467)
MIX3fJkl_1,tensor(10.8920),tensor(1.8936)
mk0HzdqY7i1,tensor(10.2985),tensor(1.6697)
mKDtUtxIGJ,tensor(10.2839),tensor(1.8482)
MljXVdp4A3N,tensor(9.7852),tensor(1.6149)
MMAeCXIa89,tensor(10.6752),tensor(1.7396)
Mng8CQ9eBW,tensor(10.6356),tensor(1.4932)
moHCzz6D5H3,tensor(9.6156),tensor(1.3171)
MP904TiHqJ-,tensor(10.7232),tensor(1.5796)
MQ2sAGunyBP,tensor(nan),tensor(nan)
mQxt8l7JL04,tensor(9.7504),tensor(1.3233)
MR7XubKUFB,tensor(9.9510),tensor(1.7699)
MSgB8D4Hy51,tensor(10.0634),tensor(1.6591)
MsHnJPaBUZE,tensor(10.3468),tensor(1.9454)
Mspk_WYKoEH,tensor(10.7678),tensor(1.8063)
msRBojTz-Nh,tensor(10.6425),tensor(1.9074)
MSwEFaztwkE,tensor(9.7577),tensor(1.6313)
MTex8qKavoS,tensor(10.3925),tensor(1.7576)
MvO2t0vbs4-,tensor(9.8438),tensor(1.4163)
mwdfai8NBrJ,tensor(9.9940),tensor(1.8848)
MXdFBmHT4C,tensor(9.9790),tensor(1.6960)
MXEl7i-iru,tensor(9.7976),tensor(1.4355)
n0OeTdNRG0Q,tensor(10.3493),tensor(1.4917)
N0uJGWDw21d,tensor(9.6314),tensor(1.4468)
N1WI0vJLER,tensor(10.5867),tensor(1.3443)
N8MaByOzUfb,tensor(9.5736),tensor(1.9614)
N9W24a4zU,tensor(9.9603),tensor(1.7749)
nbC8iTTXIrk,tensor(9.4482),tensor(1.8626)
nBU_u6DLvoK,tensor(10.6730),tensor(1.8963)
nc0ETaieux,tensor(9.8114),tensor(1.8326)
NdOoQnYPj_,tensor(11.1012),tensor(2.1333)
neqU3HWDgE,tensor(9.8490),tensor(1.6649)
nf3A0WZsXS5,tensor(11.3815),tensor(2.5730)
NH29920YEmj,tensor(10.5869),tensor(1.7337)
Nh7CtbyoqV5,tensor(10.0157),tensor(1.5696)
nhN-fqxmNGx,tensor(10.5360),tensor(2.2030)
nioAdKCEdXB,tensor(10.3836),tensor(1.1809)
nkaba3ND7B5,tensor(9.7174),tensor(1.5153)
nKWjE4QF1hB,tensor(11.0847),tensor(2.1110)
NkZq4OEYN-,tensor(10.1787),tensor(1.5481)
NlObxR0rosG,tensor(10.1397),tensor(1.8507)
nnU3IUMJmN,tensor(9.5338),tensor(1.4121)
nO5caZwFwYu,tensor(9.6958),tensor(2.2761)
noaG7SrPVK0,tensor(9.7798),tensor(1.8253)
NoB8YgRuoFU,tensor(nan),tensor(nan)
nrGGfMbY_qK,tensor(9.0770),tensor(1.3759)
nRj0NcmSuxb,tensor(10.4919),tensor(1.9878)
NRX9QZ6yqt,tensor(10.2756),tensor(2.0459)
nwKXyFvaUm,tensor(10.9474),tensor(2.1412)
nxcABL7jbQh,tensor(10.1163),tensor(1.8571)
NYBmJN4MyZ,tensor(9.8700),tensor(1.5999)
NyJ2KIN8P17,tensor(9.8248),tensor(1.4343)
nZeVKeeFYf9,tensor(10.2766),tensor(1.9208)
nZOUYEN6Wvy,tensor(10.9099),tensor(1.9623)
nzvbBD_3J-g,tensor(9.8824),tensor(1.6064)
o-1v9hdSult,tensor(9.9048),tensor(1.6529)
O-r8LOR-CCA,tensor(9.9513),tensor(1.6580)
o0ehFykKVtr,tensor(10.0297),tensor(1.9195)
O476oWmiNNp,tensor(10.4620),tensor(1.8248)
O50443AsCP,tensor(10.4012),tensor(1.5524)
oAy7yPmdNz,tensor(9.4657),tensor(1.6405)
OcKMT-36vUs,tensor(10.0868),tensor(1.7208)
Oh1r2wApbPv,tensor(9.5696),tensor(1.5730)
oh4TirnfSem,tensor(10.0511),tensor(1.5590)
oiZJwC_fyS,tensor(9.2416),tensor(1.1812)
oj2yn1Q4Ett,tensor(10.2654),tensor(1.6332)
oJGDYQFKL3i,tensor(9.9937),tensor(1.4800)
OJm3HZuj4r7,tensor(10.4133),tensor(1.5371)
OjPmfr9GkVv,tensor(10.0172),tensor(1.5474)
oMI9PjOb9Jl,tensor(9.9832),tensor(1.9221)
OM_lYiHXiCL,tensor(10.1942),tensor(1.6443)
OnpFa95RVqs,tensor(9.8752),tensor(1.6403)
Opmqtk_GvYL,tensor(10.9333),tensor(2.0459)
OqcZu8JIIzS,tensor(10.3543),tensor(1.7831)
OT3mLgR8Wg8,tensor(10.0329),tensor(1.7669)
OtEDS2NWhqa,tensor(10.7061),tensor(1.6991)
oU3aTsmeRQV,tensor(9.9458),tensor(1.5582)
OUz_9TiTv9j,tensor(9.2610),tensor(1.7081)
oVE1z8NlNe,tensor(10.0965),tensor(1.8513)
Ow1C7s3UcY,tensor(10.8361),tensor(1.7101)
oWZsQ8o5EA,tensor(10.6801),tensor(1.6570)
OWZVD-l-ZrC,tensor(10.2339),tensor(1.7759)
Oxeka7Z7Hor,tensor(10.3567),tensor(1.7153)
OXRZeMmOI7a,tensor(9.6703),tensor(1.6840)
oxxUMeFwEHd,tensor(11.1086),tensor(2.2892)
OY1A8ejQgEX,tensor(9.7727),tensor(1.4575)
Oy9WeuZD51,tensor(11.0968),tensor(1.8481)
OzyXtIZAzFv,tensor(10.4884),tensor(1.8100)
o_HsiMPYh_x,tensor(10.4757),tensor(1.8145)
P-pPW1nxf1r,tensor(9.2649),tensor(1.6930)
P07dq7iSAGr,tensor(10.4777),tensor(1.6270)
p0rCmDEN_-,tensor(10.7145),tensor(1.8304)
P1QUVhOtEFP,tensor(11.2819),tensor(1.6606)
P3Bh01hBYTH,tensor(10.1567),tensor(1.7330)
p3DKPQ7uaAi,tensor(10.3857),tensor(1.5536)
P7FLfMLTSEX,tensor(10.5671),tensor(1.7558)
P7OVkHEoHOZ,tensor(10.1109),tensor(1.6002)
p98WJxUC3Ca,tensor(9.6079),tensor(1.4118)
PDYs7Z2XFGv,tensor(10.4340),tensor(1.8061)
pETy-HVvGtt,tensor(10.1035),tensor(1.8300)
pfNyExj7z2,tensor(10.1324),tensor(2.0569)
pgir5f7ekAL,tensor(10.1020),tensor(1.8641)
PgNEYaIc81Q,tensor(9.9591),tensor(1.6436)
PilZY3omXV2,tensor(9.4929),tensor(1.0139)
pjqqxepwoMy,tensor(10.9069),tensor(1.8550)
PlKWVd2yBkY,tensor(9.9178),tensor(1.8164)
pN1JOdrSY9,tensor(9.8072),tensor(1.4603)
POTMtpYI1xH,tensor(10.7170),tensor(1.6965)
POxF-LEqnF,tensor(10.2370),tensor(1.6099)
PQQp7AJwz3,tensor(10.3646),tensor(1.8181)
PQTW3iG4sC-,tensor(9.3210),tensor(1.1809)
psh0oeMSBiF,tensor(10.3963),tensor(1.7711)
PTRo58zPt3P,tensor(10.0663),tensor(2.1566)
PtSAD3caaA2,tensor(10.5193),tensor(1.7049)
PVJ6j87gOHz,tensor(9.6329),tensor(1.4958)
pWBNOgdeURp,tensor(10.9168),tensor(2.2107)
pz1euXohm4H,tensor(9.9149),tensor(1.6695)
Q42f0dfjECO,tensor(9.7828),tensor(1.7680)
q4HaTeMO--y,tensor(10.4736),tensor(2.2406)
q4tZR1Y-UIs,tensor(9.9058),tensor(1.8467)
Q5uh1Nvv5dm,tensor(10.0881),tensor(1.6315)
Q76Y7wkiji,tensor(9.8307),tensor(1.6692)
q79uMSC6ZBT,tensor(10.8322),tensor(2.2770)
q7n2RngwOM,tensor(10.0591),tensor(1.6582)
Q83vFlie_Pr,tensor(11.9803),tensor(1.7662)
Qaw16njk6L,tensor(10.0888),tensor(1.6342)
qaxhBG1UUaS,tensor(10.3650),tensor(1.4299)
QDdJhACYrlX,tensor(10.0152),tensor(1.6007)
qhAeZjs7dCL,tensor(9.8463),tensor(1.6485)
qhC8mr2LEKq,tensor(10.4341),tensor(1.7719)
qhkFX-HLuHV,tensor(9.8344),tensor(1.8638)
qI4542Y2s1D,tensor(10.8978),tensor(1.8022)
qiMXBIf4NfB,tensor(10.2682),tensor(1.6302)
qjN4h_wwUO,tensor(10.1173),tensor(1.7608)
QjOQkpzKbNk,tensor(9.6705),tensor(1.4627)
QJWVP4CTmW4,tensor(9.8548),tensor(1.4099)
QkRV50TZyP,tensor(9.8246),tensor(1.7142)
qqdXHUGec9h,tensor(9.9231),tensor(1.8501)
qRDQi3ocgR3,tensor(11.4254),tensor(2.2943)
QRX0nCX_gk,tensor(10.4024),tensor(1.7205)
qSV5CuSaK_a,tensor(9.6184),tensor(1.6745)
qsZoGvFiJn1,tensor(10.1712),tensor(1.7515)
QuObT9BTWo,tensor(10.6146),tensor(1.7762)
qwULHx9zld,tensor(10.3989),tensor(1.8244)
qY79G8jGsep,tensor(10.0740),tensor(1.6708)
Qycd9j5Qp9J,tensor(10.3792),tensor(1.9552)
qyTBxTztIpQ,tensor(9.9013),tensor(1.6700)
R332S76RjxS,tensor(9.8870),tensor(1.4245)
r5qumLiYwf9,tensor(10.5805),tensor(1.6911)
R79ZGjHhv6p,tensor(10.0071),tensor(1.2844)
R8sQPpGCv0,tensor(10.2717),tensor(1.6585)
RAW9tCdVxLj,tensor(10.5086),tensor(1.6613)
RCZqv9NXlZ,tensor(9.5329),tensor(1.3730)
RdJVFCHjUMI,tensor(9.8300),tensor(1.5873)
RDlLMjLJXdq,tensor(9.9129),tensor(1.9893)
Rf58LPCwJj0,tensor(9.8621),tensor(1.5156)
rFbR4Fv-D6-,tensor(10.3872),tensor(1.8180)
rFJWoYoxrDB,tensor(10.1599),tensor(2.0781)
RftryyYyjiG,tensor(10.8057),tensor(1.9673)
RhB1AdoFfGE,tensor(10.0698),tensor(1.6373)
rHMaBYbkkRJ,tensor(10.2489),tensor(1.9607)
rhOiUS8KQM9,tensor(9.8603),tensor(1.8435)
rI0LYgGeYaw,tensor(9.3668),tensor(1.1750)
rJvY_5OzoI,tensor(9.7521),tensor(1.7088)
RLtqs6pzj1-,tensor(10.0307),tensor(1.6547)
Ro_zAjZppv,tensor(9.6796),tensor(1.4705)
rpxJc9j04U,tensor(10.4079),tensor(1.9919)
RQ428ZptQfU,tensor(10.7456),tensor(1.8497)
RRGVCN8kjim,tensor(10.8484),tensor(2.1773)
RriDjddCLN,tensor(9.7037),tensor(1.5770)
rrWeE9ZDw_,tensor(11.1608),tensor(1.7367)
rS9-7AuPKWK,tensor(10.2421),tensor(1.6478)
RShaMexjc-x,tensor(10.3034),tensor(1.8674)
rTAclwH46Tb,tensor(10.7516),tensor(2.0575)
Rty5g9imm7H,tensor(11.5153),tensor(nan)
rUwm9wCjURV,tensor(9.9333),tensor(1.4765)
rw1mZl_ss3L,tensor(9.8095),tensor(1.5581)
rwE8SshAlxw,tensor(9.9357),tensor(1.4385)
rWXfFogxRJN,tensor(9.8127),tensor(1.6623)
RXQ-FPbQYVn,tensor(10.4526),tensor(2.2468)
rzvOQrnclO0,tensor(9.8365),tensor(1.3874)
S874XAIpkR-,tensor(10.1659),tensor(1.4219)
sA4qIu3zv6v,tensor(10.2132),tensor(1.8963)
SaKO6z6Hl0c,tensor(10.0018),tensor(1.4366)
shbAgEsk3qM,tensor(9.7328),tensor(1.4282)
SHbhHHfePhP,tensor(10.3905),tensor(1.5550)
SIKV0_MrZlr,tensor(10.7528),tensor(2.1994)
SlxSY2UZQT,tensor(10.0596),tensor(1.6855)
SLz5sZjacp,tensor(10.3721),tensor(1.1877)
sNuFKTMktcY,tensor(10.1411),tensor(1.9422)
So6YAqnqgMj,tensor(10.4803),tensor(1.6255)
sPfB2PI87BZ,tensor(10.9745),tensor(1.7758)
sPIFuucA3F,tensor(10.0354),tensor(1.7486)
Sq0-tgDyHe4,tensor(10.0478),tensor(1.3864)
srtIXtySfT4,tensor(10.9544),tensor(1.7769)
SS8F6tFX3-,tensor(9.9757),tensor(1.6085)
SsHBkfeRF9L,tensor(10.5661),tensor(1.7069)
St-53J9ZARf,tensor(9.9244),tensor(2.0651)
St6eyiTEHnG,tensor(9.9377),tensor(2.1212)
sTNHCrIKDQc,tensor(10.3181),tensor(1.6784)
SwIp410B6aQ,tensor(9.9891),tensor(1.8949)
swiyAeGzFhQ,tensor(10.6045),tensor(1.6833)
swrMQttr6wN,tensor(10.5307),tensor(1.8131)
sX3XaHwotOg,tensor(9.5075),tensor(1.7784)
SYB4WrJql1n,tensor(10.9641),tensor(2.0770)
SYuJXrXq8tw,tensor(10.2663),tensor(1.8084)
T0B9AoM_bFg,tensor(10.1622),tensor(2.0004)
T0GpzBQ1Fg6,tensor(10.1400),tensor(1.6644)
T4-65DNlDij,tensor(10.4635),tensor(1.7384)
t5s-hd1bqLk,tensor(10.2388),tensor(1.5904)
t98k9ePQQpn,tensor(9.8843),tensor(1.7427)
tBIQEvApZK5,tensor(10.3339),tensor(1.6661)
TBpg4PnXhYH,tensor(9.9516),tensor(1.7042)
TBWA6PLJZQm,tensor(10.0673),tensor(1.6442)
Te5ytkqsnl,tensor(10.0264),tensor(1.6692)
tFgdrQbbaa,tensor(10.3211),tensor(1.4314)
TfhfZLQ2EJO,tensor(9.8600),tensor(1.4495)
tgcAoUVHRIB,tensor(10.3357),tensor(1.8565)
To-R742x7se,tensor(10.2045),tensor(1.7764)
TpJMvo0_pu-,tensor(10.3260),tensor(1.5323)
TqNsv1TuCX9,tensor(10.3732),tensor(1.8267)
tT9t_ZctZRL,tensor(9.8503),tensor(1.9994)
tUa4REjGjTf,tensor(9.5476),tensor(1.9100)
tUMr0Iox8XW,tensor(10.6905),tensor(1.8640)
TW7d65uYu5M,tensor(10.4328),tensor(2.0091)
twv2QlJhXzo,tensor(9.5353),tensor(1.4471)
TXsjU8BaibT,tensor(10.0587),tensor(1.7180)
tyrJsbKAe6,tensor(9.9895),tensor(1.5310)
TySnJ-0RdKI,tensor(10.3146),tensor(1.6608)
tyTH9kOxcvh,tensor(10.2508),tensor(1.4839)
TYw3-OlrRm-,tensor(10.3585),tensor(2.2189)
TZeArecH2Nf,tensor(10.4681),tensor(1.6937)
T__V3uLix7V,tensor(11.1516),tensor(1.9776)
U0k7XNTiFEq,tensor(10.0928),tensor(1.9966)
u2GZOiUTbt,tensor(10.0528),tensor(1.4497)
U4uFaLyg7PV,tensor(10.2815),tensor(1.7713)
u6s8dSporO8,tensor(10.4604),tensor(1.2766)
u6TRGdzhfip,tensor(9.9076),tensor(1.8570)
U8pbd00cCWB,tensor(9.7985),tensor(1.1265)
ucASPPD9GKN,tensor(9.8689),tensor(1.6494)
Ucx3DQbC9GH,tensor(9.6615),tensor(1.5901)
UdxJ2fJx7N0,tensor(11.5420),tensor(2.1327)
ufGMqIM0a4b,tensor(10.6275),tensor(2.0130)
Ug-bgjgSlKV,tensor(9.7235),tensor(1.5473)
ULfq0qR25dY,tensor(11.1259),tensor(1.6199)
UMfhoMtIaP5,tensor(10.0815),tensor(2.1992)
upnDJ7itech,tensor(9.6917),tensor(2.0591)
uPv9Y3gmAI5,tensor(10.3488),tensor(1.5574)
uqBOne3LUKy,tensor(9.9773),tensor(1.4717)
USC0-nvGPK,tensor(10.3338),tensor(1.9480)
USIgIY6TNDe,tensor(10.0221),tensor(1.4721)
UtGtoS4CYU,tensor(10.4159),tensor(2.0011)
uVXEKeqJbNa,tensor(9.7742),tensor(1.5424)
uxxFrDwrE7Y,tensor(9.5150),tensor(1.8044)
v-v1cpNNK_v,tensor(10.2143),tensor(1.7989)
V0A5g83gdQ_,tensor(9.5275),tensor(1.5494)
v3aeIsY_vVX,tensor(10.5909),tensor(1.4917)
v6s3HVjPerv,tensor(9.7540),tensor(1.5904)
v8OlxjGn23S,tensor(9.6885),tensor(2.1784)
vaRCHVj0uGI,tensor(10.4675),tensor(1.6178)
VBZJ_3tz-t,tensor(10.2887),tensor(1.8840)
vcUmUvQCloe,tensor(9.4686),tensor(1.6857)
vDwBW49HmO,tensor(9.9577),tensor(1.7636)
Ve0Wth3ptT_,tensor(9.7934),tensor(1.9750)
vEZyTBRPP6o,tensor(10.3714),tensor(1.6595)
VFBjuF8HEp,tensor(10.1043),tensor(1.8344)
vfsRB5MImo9,tensor(10.2961),tensor(1.9685)
VGnOJhd5Q1q,tensor(10.3053),tensor(1.8029)
vgqS1vkkCbE,tensor(9.8194),tensor(1.6276)
vh-0sUt8HlG,tensor(9.9944),tensor(1.9448)
vHVcB-ak3Si,tensor(10.0190),tensor(1.4579)
vIC-xLFuM6,tensor(9.9750),tensor(1.5175)
VimqQq-i_Q,tensor(10.1224),tensor(1.5084)
vJb4I2ANmy,tensor(10.4845),tensor(1.8685)
Vjki79-619-,tensor(11.2273),tensor(1.6692)
vJZ7dPIjip3,tensor(10.1259),tensor(1.5791)
vkaMaq95_rX,tensor(10.4090),tensor(1.8568)
VLgmhQDVBV,tensor(10.2589),tensor(2.1554)
VNqaB1g9393,tensor(10.2787),tensor(1.6704)
Vog_3GXsgmb,tensor(10.9049),tensor(2.0672)
VPjw9KPWRSK,tensor(10.1047),tensor(1.8316)
vqGi8Kp0wM,tensor(9.9951),tensor(1.4103)
VqzXzA9hjaX,tensor(10.2535),tensor(1.6528)
VrjOFfcnSV8,tensor(10.9957),tensor(1.9657)
Vr_BTpw3wz,tensor(10.1239),tensor(1.7630)
Vs5NK44aP9P,tensor(10.7505),tensor(1.8226)
VTNjxbFRKly,tensor(10.5680),tensor(1.8331)
vUH85MOXO7h,tensor(10.2656),tensor(3.1886)
vwLLQ-HwqhZ,tensor(9.9859),tensor(1.7649)
Vzh1BFUCiIX,tensor(9.7614),tensor(1.8559)
w-CPUXXrAj,tensor(nan),tensor(nan)
w01vBAcewNX,tensor(10.1241),tensor(1.5608)
w4cXZDDib1H,tensor(9.9806),tensor(1.6921)
wbPObLm6ueA,tensor(13.0237),tensor(nan)
WE4qe9xlnQw,tensor(10.7839),tensor(1.7181)
WfvgGBcgbE7,tensor(10.5334),tensor(2.0518)
wfZGut6e09,tensor(10.5973),tensor(1.5144)
WH6u2SvlLp4,tensor(10.1374),tensor(1.5386)
WHA8009laxu,tensor(10.2569),tensor(1.7278)
wkMG8cdvh7-,tensor(9.9060),tensor(1.7555)
WLEx3Jo4QaB,tensor(10.1741),tensor(1.9947)
Wm3EA5OlHsG,tensor(9.7212),tensor(1.5848)
wMpS-Z_AI_E,tensor(10.2922),tensor(1.9497)
wogsFPHwftY,tensor(10.2433),tensor(1.5367)
WPI2vbkAl3Q,tensor(10.5534),tensor(1.5022)
WQc075jmBmf,tensor(9.6127),tensor(1.6990)
wqD6TfbYkrn,tensor(10.7892),tensor(2.0485)
WqoBaaPHS-,tensor(10.8873),tensor(1.8726)
wTTjnvGphYj,tensor(10.8125),tensor(1.9064)
WuEiafqdy9H,tensor(10.0484),tensor(1.7278)
WVX0NNVBBkV,tensor(9.6690),tensor(1.8232)
wwDg3bbYBIq,tensor(9.9944),tensor(1.5725)
WxuE_JWxjkW,tensor(10.1717),tensor(1.4160)
WZ3yjh8coDg,tensor(10.2415),tensor(1.9210)
w_drCosT76,tensor(10.6862),tensor(1.7500)
X0nrKAXu7g-,tensor(9.0846),tensor(1.7003)
xa6otUDdP2W,tensor(9.6886),tensor(1.8753)
XctLdNfCmP,tensor(10.4026),tensor(1.6643)
xCVJMsPv3RT,tensor(9.8519),tensor(1.7679)
xENf4QUL4LW,tensor(9.7815),tensor(1.7382)
xFOyMwWPkz,tensor(10.5674),tensor(2.0562)
XGzk5OKWFFc,tensor(10.1564),tensor(1.8384)
XhF2VOMRHS,tensor(10.1219),tensor(1.6564)
XHUxf5aRB3s,tensor(10.2413),tensor(1.7452)
XJiajt89Omg,tensor(10.5233),tensor(2.0728)
xkjqJYqRJy,tensor(10.1061),tensor(1.9136)
xKZ4K0lTj_,tensor(10.1966),tensor(1.8043)
xLfAgCroImw,tensor(10.5381),tensor(2.1625)
XLxhEjKNbXj,tensor(9.7997),tensor(1.5354)
xm6YD62D1Ub,tensor(10.0867),tensor(1.7921)
xMJWUKJnFSw,tensor(9.9547),tensor(1.7978)
xNO7OEIcJc6,tensor(11.2817),tensor(1.7028)
xNOVfCCvDpM,tensor(10.1191),tensor(1.8029)
xnYACQquaGV,tensor(10.3917),tensor(1.9396)
Xo0lbDt975,tensor(9.7174),tensor(1.4001)
XOh5x-vxsrV,tensor(9.7322),tensor(1.6970)
xP3cPq2hQC,tensor(10.4583),tensor(1.6693)
xQUe1pOKPam,tensor(10.2465),tensor(1.8209)
xS8AMYiEav3,tensor(11.4134),tensor(2.1676)
XVPqLyNxSyh,tensor(10.7750),tensor(1.6938)
xy_2w3J3kH,tensor(9.6810),tensor(1.5928)
xZ6H7wydGl,tensor(8.7483),tensor(1.4606)
y0VvIg25yk,tensor(10.8764),tensor(1.8191)
y1PXylgrXZ,tensor(9.7848),tensor(1.7094)
ydopy-e6Dg,tensor(9.8972),tensor(1.7088)
YeShU5mLfLt,tensor(9.3775),tensor(2.0350)
YevsQ05DEN7,tensor(10.5606),tensor(1.8680)
yfe1VMYAXa4,tensor(9.7228),tensor(1.6343)
YgPqNctmyd,tensor(10.1626),tensor(1.7036)
yhCp5RcZD7,tensor(10.8345),tensor(1.9229)
YiBa9HKTyXE,tensor(9.9204),tensor(2.2127)
YigKlMJwjye,tensor(10.4585),tensor(1.9660)
yjMQuLLcGWK,tensor(9.9988),tensor(1.3584)
YpPiNigTzMT,tensor(10.3126),tensor(2.1754)
YpSxqy_RE84,tensor(10.2977),tensor(1.9714)
YRq0ZUnzKoZ,tensor(10.1154),tensor(1.8455)
ySQH0oDyp7,tensor(9.6897),tensor(1.4449)
YVPBh4k78iZ,tensor(10.4527),tensor(1.5798)
YX0lrvdPQc,tensor(9.3092),tensor(1.5428)
y_op4lLLaWL,tensor(10.0365),tensor(1.3036)
Z1Qlm11uOM,tensor(10.1211),tensor(1.3745)
Z8FzvVU6_Kj,tensor(10.2984),tensor(1.5268)
ZaVVVlcdaN,tensor(10.4430),tensor(1.7865)
ZBESeIUB5k,tensor(10.3196),tensor(1.7402)
zBOI9LFpESK,tensor(9.9665),tensor(1.7216)
ZDaSIkWT-AP,tensor(10.3825),tensor(2.1061)
Zf4ZdI4OQPV,tensor(9.7234),tensor(1.4251)
zf_Ll3HZWgy,tensor(10.8337),tensor(0.9485)
ziRLU3Y2PN_,tensor(10.4919),tensor(1.5028)
ZKy2X3dgPA,tensor(9.6607),tensor(1.5659)
zNR43c03lRy,tensor(9.8207),tensor(1.7040)
ZOcX-eybqoL,tensor(10.5883),tensor(1.9343)
zq1iJkNk3uN,tensor(9.4195),tensor(1.6949)
Zq2G_VTV53T,tensor(10.6627),tensor(1.9075)
Zr5W2LSRhD,tensor(10.1279),tensor(1.8163)
zRJu6mU2BaE,tensor(9.8174),tensor(1.6531)
zrW-LVXj2k1,tensor(10.9664),tensor(1.7862)
ZSKRQMvttc,tensor(10.5251),tensor(1.7774)
ZTsoE8G3GG,tensor(10.4340),tensor(1.8487)
ZU-zFnTum1N,tensor(9.8573),tensor(1.7646)
zuqcmNVK4c2,tensor(10.9012),tensor(1.9827)
zzk231Ms1Ih,tensor(10.6606),tensor(1.9274)
_4GFbtOuWq-,tensor(10.9250),tensor(1.6774)
_5js_8uTrx1,tensor(10.2319),tensor(1.9113)
_BNiN4IjC5,tensor(9.8225),tensor(1.5638)
_F9xpOrqyX9,tensor(9.6478),tensor(1.4893)
_hszZbt46bT,tensor(9.9412),tensor(1.9466)
_jMtny3sMKU,tensor(10.1146),tensor(1.8300)
_l_QjPGN5ye,tensor(10.0908),tensor(1.6547)
_PHymLIxuI,tensor(9.7834),tensor(1.7168)
_QLmakITKg,tensor(10.4862),tensor(2.0677)
_SJ-_yyes8,tensor(10.0358),tensor(1.7982)
_uCb2ynRu7Y,tensor(10.5972),tensor(1.6916)
_Wzj0J2xs2D,tensor(10.5690),tensor(1.6027)
_X90SIKbHa,tensor(10.9727),tensor(1.9836)
_XNtisL32jv,tensor(10.1487),tensor(1.7887)
